idx,name_roi,min_angle_mil,inter_angle_mil,main_angle_mil,min eigenvalues_mil,inter eigenvalues_mil,main_eigenvalues_mil,main_angle_gst,inter_angle_gst,min_angle_gst,main_eigenvalues_gst,inter eigenvalues_gst,min eigenvalues_gst
439,Segmentation-grayscale-9_137-741,89.21723853,87.75063852,2.381800261,0.001053865,0.001273804,0.001310024,74.66098147,85.16206465,5.18840659,449441.7188,439639.6875,394094.8438
264,Segmentation-grayscale-1_137-741_2,83.34111752,70.11730209,21.05847477,0.001487097,0.001664578,0.00172484,74.66098147,72.70888124,22.32397531,523913.75,506399.2813,469474.2188
18,Segmentation-grayscale-10_137-741_2,84.89207084,69.62186982,21.06433766,0.001460197,0.001613002,0.00168359,74.66098147,72.78295313,20.49287661,517971.8125,500219.0938,463771.3438
50,Segmentation-grayscale-2_137-741_2,81.09307517,80.58321285,13.0181765,0.001326452,0.001477983,0.001656362,74.66098147,79.56456747,14.24244174,521034.2188,477402.6563,439575.875
197,Segmentation-grayscale-3_137-741_2,58.23031342,82.68078945,32.79942719,0.001265113,0.001321972,0.001426919,74.66098147,81.13661192,36.31051525,477905.375,448586.8438,429017.5313
490,Segmentation-grayscale-5_137-741_2,58.87445234,80.69217595,32.79451238,0.001266763,0.001303362,0.001433789,74.66098147,76.10094907,37.68639463,479111.4375,445227.8438,430592.7188
142,Segmentation-grayscale-7_137-741_2,61.02994407,89.88408208,28.97033266,0.001268349,0.001395964,0.00143836,74.66098147,88.16741012,31.73909494,478259.7188,464091.75,431243.0313
650,Segmentation-grayscale-8_137-741_2,77.85097453,66.98466956,26.36072322,0.001462375,0.001639737,0.001679722,74.66098147,73.28137918,28.08054763,516594.5,503674.7813,462296.9688
509,Segmentation-grayscale-9_137-741_2,84.42753504,70.55825051,20.28705205,0.00156067,0.001732368,0.001803681,74.66098147,72.03078899,21.43174895,538705.5625,517444.375,478864.2813
93,Segmentation-grayscale-1_138-752,55.49819292,84.19345008,35.12738654,0.001982225,0.002974252,0.003310786,74.66098147,85.61056177,37.62598277,780165.6875,684858.75,513813.3438
183,Segmentation-grayscale-10_138-752,74.24417047,62.05906899,32.78960247,0.001524594,0.002768095,0.002998363,74.66098147,68.54639091,36.86246234,736806,676044.5,436234.25
659,Segmentation-grayscale-2_138-752,67.67592383,62.39160889,36.81292197,0.001762828,0.003040269,0.003475787,74.66098147,69.03138286,39.7472093,815981,710067.5625,469933.1875
600,Segmentation-grayscale-3_138-752,65.342729,63.14024141,37.94912669,0.001620409,0.002938238,0.00349329,74.66098147,68.84594386,40.53642825,828072.4375,694479.5,441139.7813
202,Segmentation-grayscale-4_138-752,70.40677821,60.87927009,36.22810332,0.001747837,0.002938953,0.003355236,74.66098147,67.82177902,39.49749963,797301.75,700136.1875,469843.5313
194,Segmentation-grayscale-5_138-752,67.1024956,61.60969007,37.90690308,0.001600609,0.00292821,0.00343641,74.66098147,68.18553645,40.40965058,818864.8125,693944.9375,440053
277,Segmentation-grayscale-6_138-752,63.32927149,72.76175593,32.53838895,0.001727489,0.003056567,0.003252879,74.66098147,77.19333186,36.68033303,784422.25,704424.1875,463216.5313
326,Segmentation-grayscale-7_138-752,74.32333914,61.52142967,33.23462418,0.001514261,0.002739278,0.002966964,74.66098147,68.47762065,37.01696082,730716.4375,670676.25,438520.875
347,Segmentation-grayscale-8_138-752,65.02867298,69.95272745,32.94352632,0.001632724,0.002958344,0.003150857,74.66098147,76.83479244,36.78758216,770911,695640.875,450653.375
306,Segmentation-grayscale-9_138-752,59.99147175,80.60227535,31.74298243,0.001963752,0.002910544,0.00331352,74.66098147,82.95363731,35.07157492,776405.3125,677271.5625,510746.125
117,Segmentation-grayscale-1_138-752_2,62.00067862,78.50601414,30.66384926,0.002353127,0.003456407,0.003472621,74.66098147,88.10020789,34.19108243,774596.6875,744866.5,574946.5625
497,Segmentation-grayscale-10_138-752_2,84.12671441,60.78304412,29.91592737,0.002110391,0.003179828,0.003294544,74.66098147,72.41586205,33.22699995,740431.3125,725933.1875,543057.5
396,Segmentation-grayscale-2_138-752_2,60.34174829,79.40031043,31.86432225,0.002211023,0.002998367,0.003159385,74.66098147,85.5227214,33.70649923,739075.0625,686824,562755.25
410,Segmentation-grayscale-3_138-752_2,60.72307404,78.73861435,31.77475539,0.002010749,0.002556467,0.002827529,74.66098147,85.80363848,32.78081397,704220,626679.4375,538207.5625
28,Segmentation-grayscale-4_138-752_2,83.31816496,61.02676898,29.87963897,0.001915967,0.002910753,0.003084617,74.66098147,65.08086356,33.11761754,714395.5625,694720.1875,515861.5
259,Segmentation-grayscale-5_138-752_2,82.03360275,60.16281775,31.09638622,0.002174369,0.003219338,0.003248111,74.66098147,86.05380387,33.86100337,742765.3125,720272.5,554016.1875
151,Segmentation-grayscale-6_138-752_2,59.85849573,78.94641019,32.51329151,0.002172142,0.002905014,0.003072696,74.66098147,86.29737805,33.51499994,728728.75,673858,559026.5625
172,Segmentation-grayscale-7_138-752_2,60.13043293,79.7548421,31.92670806,0.001874966,0.002344378,0.002612365,74.66098147,86.80087481,32.56281641,675294.6875,598274.5625,524856.75
6,Segmentation-grayscale-8_138-752_2,60.00905921,80.11179165,31.90676527,0.001970748,0.002453706,0.002729214,74.66098147,86.24867504,32.60990496,692027.0625,613268,533900.1875
613,Segmentation-grayscale-9_138-752_2,65.04656479,74.35394874,30.04753491,0.001989972,0.002881356,0.002894143,74.66098147,87.39821706,33.1441983,702970.6875,678443.5,532585.8125
605,Segmentation-grayscale-1_143-756,81.55888053,76.20922727,16.25719845,0.002683759,0.004709069,0.00493331,74.66098147,76.82668348,20.98552428,916786.8125,880572.4375,604305.75
419,Segmentation-grayscale-10_143-756,79.93692494,74.58567113,18.54729006,0.003569206,0.004721299,0.005211663,74.66098147,72.54563602,22.47925563,935343.625,860225.3125,714880.3125
139,Segmentation-grayscale-2_143-756,80.15169614,74.57274176,18.43672466,0.003586106,0.004682086,0.005211275,74.66098147,72.07031934,22.73560003,936798.0625,855824.0625,719825.375
553,Segmentation-grayscale-3_143-756,86.37082806,74.1054042,16.32517339,0.002516472,0.00454064,0.004745245,74.66098147,74.56302362,21.14722033,892034.8125,871942.5,579208.9375
195,Segmentation-grayscale-4_143-756,78.52712913,79.0296031,15.97853484,0.002671238,0.004655786,0.004876079,74.66098147,79.134149,20.83426079,913068.625,871090.375,601123.75
614,Segmentation-grayscale-5_143-756,79.83489967,74.27165027,18.87260623,0.003649424,0.004624159,0.005206513,74.66098147,71.35107718,23.26801943,934835.375,851255,724752.625
452,Segmentation-grayscale-6_143-756,77.87262072,80.04865827,15.78505817,0.002889758,0.004640034,0.004996348,74.66098147,78.23897587,20.92863666,924238.25,865509.125,630551.125
407,Segmentation-grayscale-7_143-756,89.72973922,74.30312963,15.69931742,0.002192169,0.004292677,0.004698516,74.66098147,69.94142403,20.38209648,880737,854037.9375,538282.0625
158,Segmentation-grayscale-8_143-756,80.05722709,74.66979134,18.40729823,0.00362605,0.004571625,0.0051229,74.66098147,71.19910055,23.12546427,925815.4375,843824.9375,725804.3125
408,Segmentation-grayscale-9_143-756,79.53075766,77.94591369,16.07054695,0.002586671,0.004609624,0.004736836,74.66098147,79.04539409,20.84925392,900547.8125,869400,590404.1875
494,Segmentation-grayscale-1_143-756_2,85.47067083,79.4318402,11.51846508,0.003073365,0.003874501,0.004437545,74.66098147,75.78283308,14.88433605,850247.5,776174.6875,664117.3125
623,Segmentation-grayscale-10_143-756_2,89.96848377,74.66796027,15.3320737,0.00253394,0.003325511,0.00390571,74.66098147,72.12412547,17.87857478,797493.25,719399.875,599847.3125
246,Segmentation-grayscale-2_143-756_2,86.50863172,80.38084979,10.24452118,0.003089086,0.004204716,0.004784697,74.66098147,75.84109685,14.50431063,891632.875,815696.3125,662386.3125
362,Segmentation-grayscale-3_143-756_2,85.87808662,78.61188068,12.12998078,0.003126182,0.003940255,0.004568262,74.66098147,75.56515274,14.989998,865254.3125,784220.5625,670418.125
351,Segmentation-grayscale-4_143-756_2,88.74992659,76.70528392,13.3555122,0.002766915,0.003424907,0.004008713,74.66098147,73.75605538,16.27179201,808202.4375,724897.3125,631611.75
543,Segmentation-grayscale-5_143-756_2,89.51903358,75.66856208,14.33985286,0.002612742,0.003448938,0.004035747,74.66098147,72.37651129,17.62351924,811188.25,733468.3125,610709.875
547,Segmentation-grayscale-6_143-756_2,89.77718371,74.99342421,15.008308,0.002466701,0.003336009,0.003840272,74.66098147,72.02679773,18.00299031,788359.5,720458.8125,591437.875
59,Segmentation-grayscale-7_143-756_2,85.79602353,81.45566379,9.536485031,0.003183387,0.004100217,0.004725102,74.66098147,77.26453766,13.56299766,881738.75,805011.9375,674437.625
315,Segmentation-grayscale-8_143-756_2,88.93172487,75.54017027,14.50095971,0.002697124,0.003466213,0.004085909,74.66098147,72.82985337,17.18382907,815408,733505.375,621988.875
100,Segmentation-grayscale-9_143-756_2,89.44260371,76.13936265,13.87228963,0.002635161,0.003408688,0.004051648,74.66098147,72.7179856,17.28627303,812043.25,727912.75,616053.75
441,Segmentation-grayscale-1_144-789,66.81492152,69.60786543,31.71883649,0.002005616,0.003434753,0.003570793,74.66098147,85.1555893,35.47914018,810538.625,755238.875,513008.7188
382,Segmentation-grayscale-10_144-789,69.32747036,65.31467862,33.15124376,0.002134973,0.003521966,0.003682374,74.66098147,83.80391874,36.21788369,823044.1875,767620.6875,528786.5625
250,Segmentation-grayscale-2_144-789,58.67060652,77.78726765,34.14871012,0.002037929,0.003083428,0.003262427,74.66098147,84.98469235,36.75384963,773116.6875,706772.1875,524712.875
173,Segmentation-grayscale-3_144-789,76.57632566,62.62661671,31.00218599,0.001995091,0.003515519,0.003690861,74.66098147,84.00356046,34.86347245,815625.4375,774059.125,504661.9688
555,Segmentation-grayscale-4_144-789,57.65220262,79.73899606,34.32805031,0.002175678,0.003115395,0.00321317,74.66098147,86.85603046,36.98585335,758350.375,708672,547623.6875
23,Segmentation-grayscale-5_144-789,72.22265529,65.73305976,30.79629673,0.001974565,0.003437598,0.003600879,74.66098147,83.8804031,34.41606603,810842.625,759926.5,501905.375
84,Segmentation-grayscale-6_144-789,73.11777717,65.4321582,30.47412265,0.001742475,0.003258322,0.003434482,74.66098147,84.44111192,34.59504796,791837.9375,741485.75,465367.2813
152,Segmentation-grayscale-7_144-789,70.19747166,65.93267821,32.01694717,0.00213759,0.003628129,0.003820828,74.66098147,83.01559377,35.16939092,828824.6875,777948.25,528043.5625
341,Segmentation-grayscale-8_144-789,64.61974606,71.32491942,32.34530758,0.002134498,0.00340325,0.003552861,74.66098147,84.00158683,35.7238809,803864.9375,748044.1875,533246.625
283,Segmentation-grayscale-9_144-789,60.27513876,77.06032024,32.96007741,0.002110063,0.003391014,0.003598011,74.66098147,84.11664762,35.8973358,812702.625,744547.75,531454.125
330,Segmentation-grayscale-1_144-789_2,86.37748742,84.06581706,6.959282866,0.002750987,0.003883804,0.003957849,74.66098147,82.57275042,9.016350336,800940.875,787949.8125,632291
72,Segmentation-grayscale-10_144-789_2,87.98943969,85.88215953,4.583985674,0.00224318,0.003339883,0.003390174,74.66098147,83.8804001,7.323622004,744267.875,734284,570735.125
346,Segmentation-grayscale-2_144-789_2,85.12107733,84.60308527,7.285083657,0.002648145,0.00390894,0.004003727,74.66098147,84.57994302,10.28323213,807960.25,794791.0625,619396.6875
13,Segmentation-grayscale-3_144-789_2,82.89605238,87.64779258,7.487062866,0.002515499,0.003817515,0.003864075,74.66098147,88.61021918,10.38098928,795729.5,786568.5,603482.25
90,Segmentation-grayscale-4_144-789_2,83.06348648,89.27866003,6.974286412,0.002353898,0.003573134,0.0036521,74.66098147,86.43377338,9.94271336,774271.75,759046.8125,581108.9375
637,Segmentation-grayscale-5_144-789_2,86.58586706,84.11911573,6.806137887,0.002439104,0.003235923,0.003392745,74.66098147,83.74782649,7.374615524,740113.5,716549.3125,596093.9375
192,Segmentation-grayscale-6_144-789_2,86.57068629,85.13758795,5.954829457,0.002471051,0.003480166,0.003646961,74.66098147,84.21799453,7.394437612,773767.9375,747430.75,599001.5625
541,Segmentation-grayscale-7_144-789_2,87.03306645,83.57878982,7.078761959,0.002566042,0.003861689,0.003888603,74.66098147,87.23996933,9.667272395,797408.375,793744.0625,608460.5625
544,Segmentation-grayscale-8_144-789_2,83.46596778,87.0990335,7.154207277,0.002480719,0.003694244,0.003749885,74.66098147,87.41373157,10.69693057,783408.75,772330.375,598257.875
302,Segmentation-grayscale-9_144-789_2,84.53910727,83.33791969,8.629966451,0.002649594,0.003641977,0.003760113,74.66098147,81.82880672,10.83552512,778197.5,761214.0625,620080.9375
52,Segmentation-grayscale-1_153-212,81.08583244,60.74607132,30.8411649,0.001051812,0.001817904,0.002097513,74.66098147,63.48202353,34.86683588,611640.25,557983.625,367697.4063
464,Segmentation-grayscale-2_153-212,84.37409359,61.09019964,29.55585498,0.001077511,0.00180283,0.002035043,74.66098147,62.76943429,34.5432257,595324.1875,558626.3125,374149.2188
147,Segmentation-grayscale-3_153-212,86.24275282,59.84675798,30.43567713,0.001110311,0.001823363,0.002013156,74.66098147,64.03472897,34.63782082,590908.25,561658.375,380311.9375
656,Segmentation-grayscale-4_153-212,84.68864623,59.92987288,30.63309773,0.001232009,0.00189514,0.002052412,74.66098147,65.68525954,34.60178407,592902.75,564625.375,406420.625
162,Segmentation-grayscale-5_153-212,85.43792177,59.86361122,30.55209518,0.001066169,0.001786295,0.002009042,74.66098147,62.1005683,34.86308411,592552.1875,557730.4375,370749.875
257,Segmentation-grayscale-6_153-212,74.81891923,64.01129471,30.69582592,0.001123764,0.001802511,0.001977201,74.66098147,69.4972419,34.53013598,594499.125,549053.75,384815.0938
583,Segmentation-grayscale-7_153-212,81.05798411,60.02321754,31.55170192,0.001259347,0.001922224,0.002029276,74.66098147,72.12091568,35.3868517,592155.875,567707.9375,413204.5
598,Segmentation-grayscale-8_153-212,74.74611692,64.43382429,30.35980694,0.001156449,0.001849605,0.00202757,74.66098147,69.36849973,34.55280078,601764.125,554580.9375,391028.9375
360,Segmentation-grayscale-9_153-212,66.27389896,75.37270567,28.36236884,0.001352074,0.002024807,0.002450254,74.66098147,75.98969829,32.3141877,667979.1875,560261.4375,422550.375
344,Segmentation-grayscale-1_153-212_2,86.22664538,89.5994491,3.794616057,0.001221112,0.001794449,0.001936091,74.66098147,89.84927951,4.726918926,565005.1875,536466,418318.5625
433,Segmentation-grayscale-10_153-212_2,85.61838495,85.85505597,6.037089,0.001719239,0.002332217,0.002673069,74.66098147,84.44970418,7.243050454,669332.9375,598358,497094.3125
528,Segmentation-grayscale-2_153-212_2,87.2303142,88.0411663,3.393254512,0.001189298,0.001662053,0.00196648,74.66098147,88.21612595,4.099878791,576897.375,507902.2813,411925.0938
493,Segmentation-grayscale-3_153-212_2,85.29887348,88.72673909,4.871250817,0.001439627,0.002026062,0.002275434,74.66098147,87.93982141,6.041080154,619083.9375,561957.125,453507.1875
447,Segmentation-grayscale-4_153-212_2,86.81575414,89.15972773,3.293468576,0.001252658,0.001807174,0.001987784,74.66098147,87.97844639,4.56179601,575135.4375,536976.875,423923.9688
415,Segmentation-grayscale-5_153-212_2,86.54990067,89.29748097,3.521067116,0.001362723,0.001844698,0.002006917,74.66098147,87.93693229,3.923660331,578715.375,541820.625,443032.5
669,Segmentation-grayscale-6_153-212_2,85.6406317,89.52254193,4.385537618,0.001389049,0.001916118,0.002247014,74.66098147,89.63911072,5.106645871,617696.4375,542956.125,447712.7188
200,Segmentation-grayscale-7_153-212_2,84.86518219,85.04993506,7.141544256,0.001717391,0.002350833,0.002574869,74.66098147,84.62254792,7.63894925,652271.375,604466.0625,497745.0625
31,Segmentation-grayscale-8_153-212_2,86.58068105,86.72309178,4.738717885,0.001853319,0.002497601,0.003013574,74.66098147,85.15843827,6.523868415,710466.375,614089.5625,513238.5625
355,Segmentation-grayscale-9_153-212_2,85.54260464,83.8832571,7.578596143,0.002219109,0.002864901,0.003128299,74.66098147,83.02064674,9.250812253,716366.1875,664914.9375,559703.875
349,Segmentation-grayscale-1_53-1159,86.34070819,80.33998941,10.34233457,0.002142286,0.003389953,0.00363477,74.66098147,77.38019651,14.35605828,774244.1875,750593.9375,549437.8125
274,Segmentation-grayscale-10_53-1159,89.24567016,78.15541193,11.86928062,0.002280875,0.003275717,0.003375406,74.66098147,77.3108417,15.10930328,741554.375,734024.25,568008.625
198,Segmentation-grayscale-2_53-1159,85.95271951,81.38285158,9.533413018,0.002042166,0.003551092,0.00357656,74.66098147,86.59256256,12.50519031,771605,765637.875,534709.875
673,Segmentation-grayscale-3_53-1159,85.74913068,81.24684467,9.745389372,0.002182357,0.003543348,0.003780844,74.66098147,79.55965704,13.52593071,793273,762092.8125,555625.25
61,Segmentation-grayscale-4_53-1159,88.68952193,79.44325202,10.63963263,0.002174192,0.003520459,0.003610143,74.66098147,76.19461989,14.07563392,769450.625,767507.4375,554480.9375
500,Segmentation-grayscale-5_53-1159,84.072472,82.6955043,9.427449902,0.001986824,0.003457149,0.003548956,74.66098147,83.47318068,12.47635743,768940.4375,755171.125,526846.9375
384,Segmentation-grayscale-6_53-1159,85.09215575,82.40448335,9.058936648,0.0019926,0.003480788,0.003566771,74.66098147,83.58146954,12.45124537,770245.125,756515.375,527681.5
460,Segmentation-grayscale-7_53-1159,85.86722065,80.59436396,10.28870156,0.002198454,0.003406075,0.003746533,74.66098147,77.9021014,14.24384323,786319.9375,749417.125,558805.6875
276,Segmentation-grayscale-8_53-1159,84.50342909,82.30274465,9.477775785,0.001999393,0.003451294,0.003485106,74.66098147,86.35908871,12.50626239,760792,754527.5,528158.25
520,Segmentation-grayscale-9_53-1159,88.25034934,79.49108254,10.65684779,0.002198551,0.003552127,0.003602455,74.66098147,81.48675714,13.68390489,770021.5,768838.25,554376.25
632,Segmentation-grayscale-1_56-64196,87.15856539,75.8596915,14.43467644,0.002696274,0.004617326,0.005338179,74.66098147,71.83167604,18.57303521,954167.5,863928.25,606882.5
627,Segmentation-grayscale-10_56-64196,87.99727591,76.21299015,13.93742278,0.002835297,0.004665176,0.005321879,74.66098147,71.62736201,18.61118912,954738.375,866038.625,623726.3125
249,Segmentation-grayscale-2_56-64196,87.79275011,76.84262331,13.34781744,0.002936519,0.004781011,0.005242581,74.66098147,72.27812546,18.12958798,939453,878472.1875,639391.875
338,Segmentation-grayscale-3_56-64196,88.70792039,76.11470208,13.9476947,0.003054114,0.004778698,0.005172938,74.66098147,71.54291161,18.55879114,929206.9375,880566.75,654939.0625
337,Segmentation-grayscale-4_56-64196,85.75409858,76.04202838,14.6146554,0.003104245,0.004951931,0.005280487,74.66098147,72.6822691,19.00198637,939846.9375,898529.3125,656926.5
413,Segmentation-grayscale-5_56-64196,87.88546567,75.99434057,14.1708533,0.00320048,0.004819576,0.005123319,74.66098147,71.27104984,18.79490387,921959.5625,885381.4375,668795.25
220,Segmentation-grayscale-6_56-64196,89.85127151,76.37573904,13.62510417,0.002833838,0.004677526,0.005324078,74.66098147,71.62512078,18.39012815,952292.375,866904.5625,625202.8125
316,Segmentation-grayscale-7_56-64196,88.62387592,75.91845635,14.15139828,0.003154981,0.004827493,0.005173031,74.66098147,71.16776761,18.9725229,928012.0625,885765.5,665237.9375
594,Segmentation-grayscale-8_56-64196,88.01339181,76.35945543,13.79000814,0.00301401,0.004776407,0.005305765,74.66098147,71.4092052,18.93062931,948557.375,877570.25,647595.375
450,Segmentation-grayscale-9_56-64196,88.01115575,73.83775941,16.29084241,0.003522337,0.004756957,0.005054113,74.66098147,69.99161181,20.39969092,907480.5,872484.875,711144.625
524,Segmentation-grayscale-1_56-64196_2,81.0856432,88.94293827,8.977826956,0.003229656,0.004970519,0.005061541,74.66098147,88.56186867,12.08634896,911724.5625,896665.9375,678890.5
180,Segmentation-grayscale-2_56-64196_2,84.97190658,83.97184017,7.861848039,0.003322312,0.005052616,0.00519807,74.66098147,80.97114949,11.26660906,922991.3125,902609.8125,687144.625
292,Segmentation-grayscale-3_56-64196_2,85.6154124,83.49142964,7.858304029,0.003426245,0.005095356,0.005335757,74.66098147,80.26125445,11.22665039,937188.1875,905214.5625,699223.4375
9,Segmentation-grayscale-4_56-64196_2,83.59340953,82.90837581,9.579156957,0.003939444,0.00541347,0.005774956,74.66098147,79.49221121,13.22705035,978293.9375,928060.0625,752721.25
42,Segmentation-grayscale-5_56-64196_2,85.71862835,82.53221211,8.620197508,0.003553229,0.005239412,0.005468607,74.66098147,80.2885872,11.32233822,948450.6875,917368.625,712076.4375
38,Segmentation-grayscale-7_56-64196_2,82.71783575,82.83725702,10.24185793,0.00396419,0.005394442,0.005720954,74.66098147,79.37406364,13.67772484,973422.375,921848.8125,757387.0625
225,Segmentation-grayscale-9_56-64196_2,82.29430639,87.7126979,8.041960889,0.003154766,0.00463708,0.004900426,74.66098147,87.01664725,10.67457087,897269.625,860426.75,672610.125
466,Segmentation-grayscale-1_60-64049,76.23295174,46.67508499,46.57143496,0.002118195,0.003568281,0.003740427,74.66098147,80.53775767,45.80625678,828165.5625,774768.625,509147.0625
519,Segmentation-grayscale-10_60-64049,77.69960066,48.01792764,44.58799725,0.001961729,0.003468166,0.00376168,74.66098147,73.30218567,44.70632741,818676,768524.3125,487227.7188
106,Segmentation-grayscale-2_60-64049,72.90587761,48.16439928,46.79367674,0.001704752,0.003294665,0.003568217,74.66098147,77.65469334,45.98651796,820753.75,750787.3125,445633.1875
559,Segmentation-grayscale-3_60-64049,71.66769805,51.79367151,43.93771951,0.002221291,0.003526065,0.003748324,74.66098147,74.4940148,44.24344353,814856.8125,764469.3125,528610.625
392,Segmentation-grayscale-4_60-64049,78.39063717,45.36810688,46.953709,0.002100614,0.003570719,0.00377342,74.66098147,80.59756978,46.02432866,829602.125,779954.125,505648.75
201,Segmentation-grayscale-5_60-64049,71.18050499,51.81504494,44.21131629,0.001982422,0.003480414,0.003825347,74.66098147,72.26160395,44.53037034,830284.25,763115.875,491050.875
426,Segmentation-grayscale-6_60-64049,72.9632495,48.05695069,46.86845472,0.001768628,0.003378649,0.003635975,74.66098147,77.72068735,46.03766703,827946.5,759791.875,455775.9063
387,Segmentation-grayscale-7_60-64049,42.88169616,88.45397255,47.16012717,0.002377001,0.003763187,0.003920742,74.66098147,89.43272522,46.07961758,856179.375,780193.25,551557.875
502,Segmentation-grayscale-8_60-64049,77.39800213,47.21417222,45.51541422,0.001978402,0.003451147,0.003737608,74.66098147,73.43177931,45.0858855,818321.3125,770563.5,491338.6875
414,Segmentation-grayscale-9_60-64049,44.30641054,82.41128965,46.69375405,0.002516963,0.003848085,0.003941395,74.66098147,89.66708604,45.75247088,857133.625,786926.5,568260.375
436,Segmentation-grayscale-1_750-68983-L23,83.61672416,88.84126817,6.488454884,0.002690564,0.004499978,0.004910265,74.66098147,88.81503768,8.72888447,906870.6875,852549.3125,611583.5
226,Segmentation-grayscale-10_750-68983-L23,83.64054141,89.04211943,6.43178269,0.002699633,0.004518835,0.004834777,74.66098147,89.64051011,8.80555696,897844.8125,851498.375,614527.3125
568,Segmentation-grayscale-2_750-68983-L23,83.73768893,87.98536763,6.580866745,0.002589287,0.004250825,0.004782008,74.66098147,87.7600077,9.145593132,891537.375,824950.5625,602494.3125
489,Segmentation-grayscale-3_750-68983-L23,83.54398207,89.63002724,6.466700282,0.002672926,0.004458465,0.004914869,74.66098147,89.91311827,8.878320589,908218.0625,845196.9375,608019.75
126,Segmentation-grayscale-4_750-68983-L23,83.33292793,88.66138676,6.801324729,0.002760621,0.004607955,0.004921128,74.66098147,88.75489053,9.069800488,903237.5,864903.75,618401.5
624,Segmentation-grayscale-5_750-68983-L23,83.15549565,88.00226116,7.132772596,0.002766477,0.004469463,0.005050281,74.66098147,88.02049488,9.700446166,922963.1875,845337.1875,620917.1875
428,Segmentation-grayscale-6_750-68983-L23,82.98523999,89.20986043,7.059565247,0.002722921,0.004463616,0.005004087,74.66098147,89.46941836,8.927133693,917022.4375,846205.75,612945.8125
188,Segmentation-grayscale-7_750-68983-L23,83.34938745,89.71730045,6.656672458,0.002644828,0.004373075,0.004923605,74.66098147,89.98304425,8.958791181,910160,837375.375,606186.625
219,Segmentation-grayscale-8_750-68983-L23,83.32093298,89.47789169,6.69962822,0.002737789,0.004513542,0.004879973,74.66098147,88.26710584,9.040485154,897466.25,847420.6875,622212.875
222,Segmentation-grayscale-9_750-68983-L23,82.84976669,89.05164457,7.213502756,0.002873493,0.004394233,0.005053095,74.66098147,89.41372054,9.797474835,920980,838828.9375,634023.375
496,Segmentation-grayscale-1_750-68983-L23_2,82.81083443,87.04612721,7.778292856,0.002685908,0.004643114,0.004831106,74.66098147,87.18389604,10.28797575,893658.5,863563.25,604383
401,Segmentation-grayscale-10_750-68983-L23_2,81.49996751,87.62420188,8.83055568,0.002726899,0.004642811,0.004764635,74.66098147,88.88199934,11.27122278,889390.8125,862378.9375,610929.75
252,Segmentation-grayscale-2_750-68983-L23_2,82.59748395,86.24375238,8.310547841,0.002396154,0.004193258,0.004404289,74.66098147,87.48725023,10.78924866,854498.6875,821743.6875,574281.375
551,Segmentation-grayscale-3_750-68983-L23_2,81.94408778,86.60827639,8.74955935,0.002882566,0.004748312,0.004889345,74.66098147,87.52886211,11.18169129,894451.8125,872871.8125,627947.9375
581,Segmentation-grayscale-4_750-68983-L23_2,82.28361839,85.67269075,8.859860443,0.003168927,0.004757631,0.004854512,74.66098147,86.94349593,11.02851592,882313.125,866825.5,666499.125
170,Segmentation-grayscale-5_750-68983-L23_2,81.37755787,88.49273883,8.755171184,0.002791221,0.004663901,0.00483788,74.66098147,88.7073969,11.59358768,895063.5625,863860.625,618756.0625
160,Segmentation-grayscale-6_750-68983-L23_2,82.17572002,85.79194432,8.896613873,0.002963479,0.004735862,0.004838151,74.66098147,87.04786381,10.84177255,884233.8125,870899,636670.125
51,Segmentation-grayscale-7_750-68983-L23_2,79.91999447,86.6822506,10.6228431,0.002819003,0.004580514,0.004685971,74.66098147,87.23272646,13.45566363,879757.125,853912.125,621340
322,Segmentation-grayscale-8_750-68983-L23_2,83.16973632,87.20571609,7.384786796,0.002894454,0.004789065,0.004845636,74.66098147,87.88740338,9.8617085,892703,876987,635017.75
5,Segmentation-grayscale-9_750-68983-L23_2,81.97882843,88.45865927,8.169838618,0.002939331,0.004826148,0.004940864,74.66098147,88.49385468,10.85996793,903477.4375,877596.8125,638981.8125
115,Segmentation-grayscale-1_751-68983-L45,77.62659375,74.8131284,19.78207445,0.002265288,0.003818314,0.004345457,74.66098147,74.30679726,24.45709867,866958.125,778961.125,554758.25
103,Segmentation-grayscale-10_751-68983-L45,75.08349252,68.36270508,26.72386861,0.002612734,0.004307122,0.004770913,74.66098147,73.70351716,30.68330173,908806.1875,837407.75,592577.625
425,Segmentation-grayscale-2_751-68983-L45,79.24981752,72.14401284,21.03286154,0.002582125,0.004195422,0.004780864,74.66098147,71.56966262,26.16992207,909078.375,828489.25,592808.9375
380,Segmentation-grayscale-3_751-68983-L45,84.72113712,71.73902943,19.06091722,0.00264573,0.003841021,0.004856754,74.66098147,68.77319737,23.56104979,903610.5,789713.5,610700
4,Segmentation-grayscale-4_751-68983-L45,79.57236116,72.50840048,20.53956282,0.00255416,0.004180051,0.004791595,74.66098147,72.3041613,25.62181429,908430.75,824901.875,589005.4375
664,Segmentation-grayscale-5_751-68983-L45,82.88870792,67.85959807,23.3713703,0.002680749,0.003980986,0.00508133,74.66098147,65.6748632,27.43866356,925005.9375,814419.625,613260.6875
287,Segmentation-grayscale-6_751-68983-L45,83.7343427,68.06007335,22.90769736,0.00279877,0.003950489,0.005213394,74.66098147,64.35893202,27.7473356,932950.375,809029.8125,627612.375
